rec_id,ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
R92699159,e196299195,beth,g,noel,f,5,5/2/2011, 129  Third  Avenue ,Marsden,4132.0,QLD,,beth.noel@hotmail.com,primary-school,,0.0,,0,2016-07-24T02:16+00:00
R22250822,a122022258,claude,troncoso,banks,m,65,25/3/1955, 45  maurice  street  flt  3 ,norlane,3214.0,vic, 03  3448  4704 ,claude52@aol.com,senior-secondary-school,other-clerical-worker,45192.0, 2430  3717  4019  8019 ,29,2003-07-22t12:54+00:00
R55113612,h112563115,jonathan,joseph,delemar,m,45,20/10/1974, 26  Ash  Grove ,Springvale,3171.0,VIC, 03  9715  4084 ,jonathan.delemar@mail.com,diploma,other-technician,86885.0, 3804  7686  6703  2523 ,27,2019-07-04T03:48+00:00
R99010119,f109101199,sherwin,david,rummage,m,53,9/10/1963, 6  Sunset  Parade , Chain  Valley  Bay ,2259.0,NSW, 02  2277  7091 ,rummage23@mail.com,advance-diploma,legal-professional,, 3265  4250  0976  8943 ,38,2016-04-22T14:17+00:00
R99280071,e172909801,meagan,mae,wangerin,f,63,2/8/1956, 1000  Little  Yarra  Road , Three  Bridges ,3797.0,VIC, 03  5529  6771 ,meagan.wangerin@mail.com,graduate-certificate,health-professional,89262.0, 2572  9052  1476  5668 ,41,2015-01-26T15:29+00:00
R42617970,e171762409,johnny,glyne,nick,f,18,7/8/2001, Garden  of  Eden  Road ,Tomewin,2484.0,NSW, 02  8804  0232 ,jelpddqpdp@aol.com,senior-secondary-school,machinary-driver,, 6551  4521  4600  2638 ,0,2019-04-10T17:20+00:00
R33236044,c132643430,sergio,scott,santos,m,78,3/2/1938, 153  beaumont  road  kialoa ,berwick,3806.0,vic, 03  8318  0008 ,sergio.santos@yahoo.com,secondary-school,re-tired,0.0, 2968  1029  1756  4212 ,45,2010-11-05T03:54+00:00
R31326038,b113830326,thomas,ben,fox,m,57,22/3/1962, 39  Lackman  Terrace , Alice  Springs ,870.0,NT, 08  7668  8913 ,fox32@mail.com,certificate-iv,other-technician,-9999.0, 0121  6113  1861  8436 ,27,2007-05-18T12:40+00:00
R65972744,c167745942,michael,edward,walker,m,30,24/4/1988, 7  Lomond  Court , Endeavour  Hills ,3802.0,VIC, 03  5332  4743 ,walker42@yahoo.com,certificate-ii,automotive-worker,, 7090  5783  4952  5604 ,13,2018-05-20T22:53+00:00
R61977248,a179148672,christopher,eugene,gainey,m,39,1/3/1980, 2  Evans  Street , Port  Melbourne ,3207.0,VIC,,,senior-secondary-school,machinary-driver,10179.0, 4393  9057  0696  7150 ,20,2018-12-01T18:40+00:00
R07630949,d140069397,robert,sylvester,denney,f,24,11/10/1996, 26  Arthur  Street ,Evandale,7212.0,TAS, 03  9647  2959 ,robert42@gmail.com,secondary-school,taxi-driver,, 8154  2926  3118  7370 ,5,2020-01-12T13:10+00:00
R96439674,h169374946,william,clinton,waugh,f,7,6/11/2009, 106  Wilton  Way , East  Maitland ,2323.0,NSW, 02  5620  7830 ,gtqtsbaoms@aol.com,primary-school,,0.0,,0,2016-01-07T11:42+00:00
R03705823,h103870325,mary,latimer,bennett,f,61,14/2/1957, 2  Alexandra  Court ,Durack,830.0,NT, 08  1017  5763 ,bennett.mary@gmail.com,secondary-school,machinary-driver,-9999.0, 1460  3575  0047  4692 ,40,2014-11-01T01:01+00:00
R60260637,f106662703,daniel,,williams,m,5,8/8/2015, 1  may  parade  banksia  village ,broulee,2537.0,nsw, 02  1086  0527 ,iqqlrindsc@hotmail.com,pre-school,,,,0,2020-02-16t07:42+00:00
R72302048,i108272304,rafael,b,grant,f,58,6/2/1960, 28  Percy  Street ,Fairfield,2165.0,NSW, 02  1284  3171 ,,graduate-diploma,legal-professional,136180.0, 0952  2445  3066  0848 ,41,2018-04-04T02:40+00:00
R30225326,d150232236,alisha,graziella,jones,f,48,16/11/1971, 31  Harcourt  Road ,Boronia,3155.0,VIC, 03  7990  7549 ,jones.alisha@hotmail.com,certificate-i,health-support-worker,35213.0, 9460  7912  9753  0820 ,21,2010-07-10T09:11+00:00
R71765083,b151038767,leah,myrick,prince,f,33,29/3/1987, 254  whalley  drive  cumberland  view , wheelers  hill ,3150.0,vic, 03  7273  1766 ,oljndfptio@gmail.com,certificate-iv,construction-worker,92972.0, 3658  9372  6983  1263 ,14,2020-01-15t23:14+00:00
R05284150,g158512004,lafayette,bradley,brown,m,50,16/5/1969, 5  Blackwood  Close , Forest  Lake ,4078.0,QLD, 07  4855  1971 ,brown27@hotmail.com,certificate-i,personal-services-worker,37383.0, 8510  7689  2199  5909 ,32,2019-08-18T12:17+00:00
R14508353,a138035415,seth,james,um,f,67,1/3/1952, 86  George  Town  Road ,Newnham,7248.0,TAS, 03  6508  1925 ,seth.um@hotmail.com,certificate-ii,engineering-worker,50960.0, 5604  4340  4947  8674 ,49,2019-09-07T07:23+00:00
R38518960,a110586983,arthur,thomas,wilson,f,16,31/1/2003, 709  maidens  brush  road  henry  kendall  vlge , gosford  north ,2250.0,nsw, 02  1067  9040 ,abqmgtmans@mail.com.au,senior-secondary-school,casual-worker,-9999.0, 5988  7206  1835  5453 ,2,2019-01-13T19:30+00:00
R06081041,e110086140,james,l,mcdaniel,m,34,30/11/1984, 1  Teakle  Court , Mount  Barker ,5251.0,SA, 08  9670  9409 ,mcdaniel.james@aol.com,diploma,other-technician,106661.0, 9038  8190  3409  5460 ,14,2015-05-15T05:13+00:00
R87870871,h188177087,ann,nisbet,morrow,f,33,23/6/1986, 30  Princess  Street ,Urana,2645.0,NSW, 02  4505  6366 ,,bachelor-degree,legal-professional,101779.0, 6288  0855  3072  2513 ,15,2019-07-06T21:19+00:00
R42030134,b140313204,ezekiel,arthur,nealy,f,79,8/6/1937, 6  Elton  Crescent ,Capalaba,4157.0,QLD, 07  4549  1580 ,ezekiel72@aol.com,advance-diploma,re-tired,0.0, 7624  9155  2160  8652 ,45,2016-11-19T11:59+00:00
R07681045,i100158764,joel,cullen,born,m,14,22/2/2005, 347  Riverbank  Road ,Pimlico,2478.0,NSW, 02  2080  6010 ,born49@mail.com.au,secondary-school,,-9999.0,,0,2019-12-18T06:02+00:00
R83800801,b180008318,amanda,call,swaney,f,50,19/8/1968, 35  Chadford  Street ,Macgregor,4109.0,QLD, 07  8384  1372 ,amanda.overton@hotmail.com,senior-secondary-school,clerks,49084.0, 3467  6637  2347  8861 ,33,2018-07-21T19:45+00:00
R66109267,b191072666,kathleen,rae,henry,f,27,20/4/1989, 83  Kestrel  Circuit ,Wulagi,812.0,NT, 08  7993  2175 ,kathleen.henry@mail.com.au,secondary-school,cleaner,12726.0, 8439  3697  3021  8057 ,12,2016-11-18T02:42+00:00
R70277984,i149770728,danny,joshua,taeschner,m,21,29/8/1996, 38  Mooney  Street , Telegraph  Point ,2441.0,NSW, 02  9179  4710 ,taeschner.danny@aol.com,certificate-iv,other-worker,67836.0, 9273  3628  4512  5471 ,5,2017-10-26T22:22+00:00
R42962680,h168622490,reginald,reed,thomas,f,14,14/7/2005, 64  callide  street  callide  electorate  office ,biloela,4715.0,qld, 07  1824  5203 ,reginald.thomas@aol.com,secondary-school,,0.0,,0,2019-12-03T19:15+00:00
R67156952,f157165926,timothy,mitchell,gajewski,f,63,21/3/1956, Weimby  Road  Bella  Vista ,Balranald,2715.0,NSW, 02  1754  7859 ,hunter.timothy@hotmail.com,diploma,other-technician,-9999.0, 4225  5571  8038  7449 ,45,2019-07-17T20:47+00:00
R19371880,h118739108,daniel,o,cooper,m,18,23/5/1999, 66  Mirreen  Street , Hawks  Nest ,2324.0,NSW, 02  2449  1612 ,cognkhjbsf@hotmail.com,advance-diploma,art-media-professional,139945.0, 4838  4023  1811  2232 ,2,2017-12-08T12:12+00:00
R97931696,c169179396,trey,lee,martin,m,11,30/1/2007, 9  Daintree  Lane , Port  Macquarie ,2444.0,NSW, 02  2226  5163 ,martin.trey@mail.com,secondary-school,,,,0,2018-09-18T07:23+00:00
R27139753,e139732715,carolyn,christine,sellers,f,68,6/7/1950, 40  French  Street , Noble  Park ,3174.0,VIC, 03  6897  1866 ,carolyn65@yahoo.com,advance-diploma,ict-professional,134136.0, 9363  6614  5870  7544 ,48,2015-05-11T05:25+00:00
R67157028,g156781702,jessica,burnette,cailing,f,65,1/11/1955, 104  Franmaree  Road ,Newnham,7248.0,TAS, 03  0833  3876 ,bndtgartsq@mail.com,certificate-i,carer,46251.0, 6532  3867  8567  3867 ,45,2019-12-02T12:42+00:00
R36704128,g104732816,lynn,owens,mcmillan,f,68,4/12/1951, 24  Pulgul  Street , Hervey  Bay ,4655.0,QLD,,,certificate-i,personal-assistant,36189.0, 4079  3200  2516  7441 ,50,2019-10-17T05:44+00:00
R77194264,c172644719,wesley,j,vangilder,m,23,4/3/1996, 51  Mill  Street ,Canowindra,2804.0,NSW, 02  7372  3287 ,wesley.vangilder@aol.com,senior-secondary-school,personal-assistant,33469.0, 9635  9008  4132  0097 ,5,2019-10-22T02:10+00:00
R25057315,f115375205,david,edward,panebianco,f,65,12/8/1951, 9  Namba  Road , Duffys  Forest ,2084.0,NSW, 02  0205  6756 ,panebianco67@aol.com,secondary-school,casual-worker,-9999.0, 7011  3499  2856  6497 ,49,2015-04-27T12:28+00:00
R21365363,f136351623,michael,duffy,lovingood,m,75,3/9/1945, 1  kings  road  fernilee ,woodside,5244.0,sa, 08  2883  2603 ,lovingood.michael@gmail.com,diploma,ict-technician,102601.0, 2361  7678  7546  7744 ,56,2020-06-08t13:04+00:00
R44217268,d187122644,linda,jeanette,farino,f,45,12/9/1971, 79  Learmonth  Drive ,Kambah,2902.0,ACT, 02  1806  8597 ,farino18@mail.com.au,advance-diploma,other-technician,98670.0, 9992  0766  5004  0708 ,25,2011-11-03T24:07+00:00
R05841572,f108425175,jean,michelle,christopher,f,65,4/12/1955, 10  Brosnan  Court , Alice  River ,4817.0,QLD, 07  5519  1902 ,christopher66@yahoo.com,certificate-ii,personal-services-worker,75677.0, 6964  9904  7584  9926 ,40,2014-07-02T11:56+00:00
R08628368,i163688082,renee,e,patterson,f,5,10/1/2014, 5  Waratah  Place ,Yeppoon,4703.0,QLD, 07  6178  1209 ,,primary-school,,0.0,,0,2019-08-26T23:51+00:00
R43431542,e135444213,derek,weldon,loving,m,40,21/6/1980, 4  Zemlicoff  Street , North  Rockhampton ,4701.0,QLD, 07  4705  5434 ,qmonjaknsj@hotmail.com,senior-secondary-school,construction-labourer,18604.0, 3593  6019  8475  0947 ,19,2018-06-10T23:42+00:00
R80126619,h161690821,milton,s,quiwa,f,33,3/2/1985, 14  Princess  Street ,Richmond,3121.0,VIC, 03  0989  1260 ,milton.quiwa@mail.com.au,certificate-i,health-support-worker,-9999.0, 7770  3266  2902  3385 ,16,2018-01-20T14:54+00:00
R44080730,g178400034,archie,v,hayes,f,36,18/11/1984, 8  newry  street  villa  2 ,urunga,2455.0,nsw,,lfcotqjamn@yahoo.com,diploma,ict-technician,149533.0, 1602  0955  4909  1302 ,16,2019-11-22t13:17+00:00
R23000948,h184390002,diana,catherine,elliott,f,52,14/2/1968, 266  Pacific  Highway ,Lindfield,2070.0,NSW, 02  0261  0328 ,elliott14@mail.com,certificate-i,clerical-worker,40365.0, 1500  6796  6085  6917 ,33,2020-06-07T07:49+00:00
R72357139,a115377239,joe,,meikle,f,53,20/4/1967, 74  wardoo  street  the  domain ,ashmore,4214.0,qld, 07  4030  5563 ,,bachelor-degree,ict-professional,, 2780  9674  5744  6966 ,34,2020-05-07t11:56+00:00
R31232100,f113023210,deborah,kavanaugh,whitley,f,60,19/4/1960, 10  terrigal  drive  the  bungalows  caravn  vlge ,erina,2250.0,nsw, 02  6271  3785 ,deborah69@gmail.com,certificate-i,clerks,49129.0, 4246  9991  7621  1193 ,41,2020-01-08t08:53+00:00
R42102545,g142502145,yevette,clarke,williams,f,25,4/10/1992, 25  Hardy  Street , Adelaide  River ,846.0,NT, 08  2708  7884 ,yevette.williams@mail.com.au,senior-secondary-school,farm-worker,, 7573  1344  4826  6758 ,3,2011-04-07T04:10+00:00
R35351707,c131757503,edward,simmons,bond,m,68,25/12/1952, 15  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486.0,nsw, 02  4329  1633 ,bond.edward@yahoo.com,senior-secondary-school,secretary,41466.0, 5503  9344  8273  4402 ,49,2020-06-20t24:46+00:00
R59440018,f154109480,harry,david,hunt,f,10,23/5/2010, 14  alberon  street  baptist  retirement ,wishart,4122.0,qld, 07  0619  0033 ,hunt95@aol.com,primary-school,,,,0,2020-07-26t04:06+00:00
R82066719,e162697081,scott,m,cline,m,33,18/8/1986, 29  O'Brien  Street ,Cessnock,2325.0,NSW, 02  3861  3652 ,,certificate-i,other-service-worker,78560.0, 5738  7633  4853  0622 ,14,2018-05-18T18:19+00:00
R89508049,i189809504,jeffrey,wilson,goldfogel,m,28,20/6/1989, 6  banyan  street  unt  6 , fannie  bay ,820.0,nt,,goldfogel.jeffrey@gmail.com,certificate-i,secretary,46047.0, 5721  6150  3449  2582 ,11,2016-02-18T11:18+00:00
R87994747,g199774784,nathaniel,lee,howard,m,20,27/8/1997, 40  marcus  clarke  street  canberra  house , canberra  city ,2601.0,act,,nathaniel.howard@gmail.com,advance-diploma,ict-professional,, 9456  8301  3030  2506 ,4,2017-04-21T15:32+00:00
R39033891,b138919330,james,mcclain,jett,f,73,2/5/1947, 2  baldwin  court  hmas  cerberus , western  port ,3984.0,vic, 03  8054  7837 ,jett.james@hotmail.com,senior-secondary-school,other-labourer,18617.0, 1283  3914  0201  1941 ,54,2020-03-08t14:25+00:00
R94944927,i192749494,adam,wesley,mosteller,m,61,3/12/1956, 22  Threlfall  Street ,Chifley,2606.0,ACT, 02  9283  3288 ,ocrrjbeggg@mail.com.au,certificate-iv,ict-technician,142473.0, 9723  8286  5390  5329 ,45,2017-01-01T20:10+00:00
R45296286,d165642298,deborah,hawkins,apple,f,42,4/1/1978, 421  Summer  Street ,Orange,2800.0,NSW,,ollgrfjagm@mail.com.au,diploma,automotive-worker,56473.0, 1429  7798  3112  4335 ,21,2018-08-18T01:01+00:00
R27070617,c107716720,william,charles,yu,f,60,12/4/1958, Yea  Road ,Seymour,3660.0,VIC, 03  2472  1275 ,,certificate-iii,other-technician,134161.0, 3478  2425  8440  6479 ,43,2018-03-15T01:13+00:00
R20554951,g115590524,jasper,jerry,stutts,m,71,11/12/1948, 34  Dowling  Place , Manly  West ,4179.0,QLD, 07  2676  6475 ,,diploma,other-worker,66653.0, 5833  4064  0927  4608 ,52,2018-04-11T20:20+00:00
R13588161,g111868513,kevin,david,green,f,30,12/6/1987, 41  Comrie  Street ,Wanniassa,2903.0,ACT, 02  1934  4134 ,qipsnmdgjt@yahoo.com,bachelor-degree,ict-technician,, 0619  6400  8641  8252 ,13,2016-04-26T17:47+00:00
R88472724,g148824277,pamela,leaoxentine,cooper,f,18,19/4/2000, 34  Bougainvilia  Street ,Nightcliff,810.0,NT, 08  9483  0093 ,stone.pamela@gmail.com,senior-secondary-school,cleaner,17426.0, 1361  3370  4739  4075 ,1,2018-04-06T15:51+00:00
R14826748,a126718484,katrina,millado,wave,f,50,11/12/1969, 246  upper  orara  road  ben  nevis ,karangi,2450.0,nsw, 02  8722  5295 ,katrina.edwards@mail.com.au,bachelor-degree,ict-technician,-9999.0, 7087  7693  4198  1143 ,32,2019-05-15T15:55+00:00
R56231914,a125946113,kevin,,artis,m,36,12/6/1984, 431  bishopsbourne  road  tinderbox ,bishopsbourne,7301.0,tas, 03  4648  1115 ,artis19@hotmail.com,masters-degree,general-manager,-9999.0, 1735  9721  4049  3793 ,17,2020-05-12t12:40+00:00
R20701660,c110020667,robert,,reed,f,23,7/4/1996, 11  Johnston  Road ,Mossman,4873.0,QLD, 07  1105  4387 ,reed.robert@mail.com,secondary-school,un-employed,1716.0, 2578  4227  8432  1799 ,5,2019-02-10T10:35+00:00
R87034695,i103785694,shawntica,,fleming,f,36,20/5/1980, 16  Chusan  Street ,Bombala,2632.0,NSW, 02  2189  4034 ,shawntica29@mail.com.au,certificate-ii,other-service-worker,39560.0, 9515  7348  8852  4569 ,15,2010-09-10T14:43+00:00
R71987193,h179817193,lanati,lashay,woodard,f,15,10/6/2003, Sun  Valley  Road , Telegraph  Point ,2441.0,NSW, 02  0264  0354 ,woodard.lanati@mail.com,senior-secondary-school,casual-worker,-9999.0, 6580  6933  5955  1107 ,2,2018-09-20T10:40+00:00
R73970562,i192735607,robert,dewey,mchorney,m,20,29/11/2000, 172  Goodna  Road ,Greenbank,4124.0,QLD, 07  2095  2745 ,mchorney40@hotmail.com,certificate-i,carer,30703.0, 7371  4815  4709  1501 ,1,2020-10-25T04:23+00:00
R59764928,i178962594,john,tyron,page,f,28,21/11/1992, 837  burra  road  waldens  pond , burra  creek ,2620.0,nsw, 02  9274  7721 ,,graduate-certificate,legislator,-9999.0, 0302  3162  9352  9334 ,9,2020-01-01t14:06+00:00
R53973653,g193375635,neil,lamoyne,booth,m,47,5/11/1970, 25  Campbell  Street , Alice  Springs ,870.0,NT, 08  4383  2939 ,booth36@aol.com,certificate-iv,ict-technician,, 7338  0099  8462  7197 ,31,2017-05-10T12:35+00:00
R29272284,i172282942,carolyn,b,alexander,f,62,3/11/1958, 18  tingalpa  road  hemmant ,hemmant,4174.0,qld, 07  7453  5202 ,,bachelor-degree,ict-technician,, 4260  0691  4070  3429 ,42,2019-02-02t15:06+00:00
R51157482,a115481527,william,,marrero-ortega,m,20,3/10/2000, 101  florence  street  central  clinic , port  pirie ,5540.0,sa, 08  9838  5692 ,marrero-ortega50@mail.com,certificate-i,other-service-worker,, 2305  3168  7000  9914 ,1,2020-07-22t16:08+00:00
R86288511,a118685182,sarah,,roberson,f,5,18/5/2015, 16  cumberland  road  villa  5 ,ingleburn,2565.0,nsw, 02  4825  5699 ,sarah8@yahoo.com,pre-school,,0.0,,0,2020-01-10t04:16+00:00
R52876382,i132288675,lauren,beasley,ambrose,f,23,23/1/1994, 51  Allen  Street ,Hamilton,4007.0,QLD,,,certificate-ii,automotive-worker,89543.0, 5614  3897  7681  7781 ,2,2012-08-17T13:03+00:00
R72994863,d124397869,steven,e,hughey,m,66,12/1/1952, 19  Lens  Court ,Woodroffe,830.0,NT, 08  3570  4708 ,,advance-diploma,ict-professional,132853.0, 9048  2422  9356  3899 ,47,2016-02-15T17:14+00:00
R83988088,e109838888,mark,scott,broussard,m,54,20/6/1966, 17  Annean  Loop ,Cooloongup,6168.0,WA, 08  0738  0105 ,cckhsagfnl@mail.com,graduate-diploma,manager,113040.0, 7122  6280  3057  0375 ,33,2018-06-20T17:51+00:00
R50448456,a158456440,nathan,joshua,hardison,f,23,23/3/1996, 52  Third  Avenue ,Campsie,2194.0,NSW, 02  8817  2967 ,nathan.hardison@yahoo.com,senior-secondary-school,personal-assistant,47340.0, 6211  0883  4032  5652 ,5,2019-08-24T24:50+00:00
R42517260,e125761204,samantha,meoshi,jefferson,f,27,7/8/1991, 39  Jersey  Road ,Greystanes,2145.0,NSW, 02  6328  5971 ,samantha.jefferson@mail.com.au,certificate-iii,other-worker,84420.0, 4867  7194  1706  2406 ,10,2018-12-10T11:35+00:00
R95085315,a119505583,reginald,rashaun,bailey,m,26,17/3/1992, 13  Condon  Avenue ,Cessnock,2325.0,NSW, 02  6491  8926 ,reginald.bailey@mail.com,certificate-iii,other-technician,118912.0, 0815  0217  4282  0485 ,6,2015-07-15T09:07+00:00
R52466683,e146582663,william,albert,cameron,f,60,20/12/1959, 88  Mooloomba  Road , Point  Lookout ,4183.0,QLD, 07  4048  2773 ,william.cameron@aol.com,certificate-iv,ict-technician,101613.0, 4089  6114  6368  1844 ,42,2019-07-04T09:18+00:00
R11501767,i161775101,goldie,latrica,rox,f,9,19/4/2010, 72  Ivy  Street ,Darlington,2008.0,NSW,,goldie.rox@aol.com,primary-school,,,,0,2019-01-03T04:55+00:00
R60590322,e135290620,stephen,joseph,freeman,m,68,20/9/1952, 14  Maroubra  Street ,Maroochydore,4558.0,QLD, 07  7328  6722 ,freeman.stephen@hotmail.com,certificate-iii,other-worker,, 9520  7391  5228  5382 ,49,2020-12-21T17:04+00:00
R03881200,b180210803,roman,morris,campfield,m,56,26/2/1964, 972  don  road  kookaburra ,healesville,3777.0,vic, 03  4552  8408 ,roman.campfield@mail.com,senior-secondary-school,personal-assistant,37092.0, 9375  3967  7671  9914 ,37,2020-05-02t19:08+00:00
R44418699,i118944496,david,keith,austin,f,18,22/11/2001, 9  Lowe  Court ,Driver,830.0,NT, 08  5375  2464 ,temple66@aol.com,secondary-school,casual-worker,5836.0, 5355  0249  3068  0498 ,0,2019-07-01T13:15+00:00
R22795792,g125729279,carol,misty,medlin,f,43,15/11/1977, 21  Eton  Street ,Nundah,4012.0,QLD, 07  0812  6891 ,medlin71@hotmail.com,masters-degree,health-professional,128251.0, 6660  8327  5974  1267 ,22,2018-11-27T20:01+00:00
R83695837,g153397688,jessica,,carter,f,19,11/6/1997, 435  Bargara  Road ,Bundaberg,4670.0,QLD, 07  3515  1909 ,carter55@yahoo.com,secondary-school,un-employed,1151.0, 5625  9827  2103  9553 ,4,2016-07-14T06:22+00:00
R41097114,f109141741,lauren,mae,germann,f,62,11/10/1957, Schollicks  Road ,Woolooga,4570.0,QLD, 07  3393  5438 ,koqekctgqs@mail.com.au,diploma,other-technician,106743.0, 8442  6573  3410  6661 ,44,2019-09-09T10:35+00:00
R59115158,h189111555,daylon,zack,distefano,m,29,8/8/1991, 585  pyke  street  karinga  park ,tatura,3616.0,vic, 03  8933  6766 ,daylon.distefano@yahoo.com,certificate-i,personal-services-worker,58796.0, 9947  0874  6428  4898 ,10,2020-01-25t11:21+00:00
R25672261,d122625761,richard,michael,parks,m,36,9/2/1983, 41  Durham  Road , Surrey  Hills ,3127.0,VIC, 03  0587  1525 ,ennalnoqna@hotmail.com,bachelor-degree,ict-technician,110635.0, 8662  3648  8035  6594 ,15,2016-03-17T07:21+00:00
R00318337,b130873013,andrew,lee,rigdon,m,48,21/5/1972, 122  Marshall  Street , Wodonga  West ,3690.0,VIC, 03  1793  9375 ,rigdon.andrew@yahoo.com,secondary-school,construction-labourer,10302.0, 0114  9585  3613  9569 ,27,2018-05-05T17:02+00:00
R94997421,g141297499,george,steven,gillespie,f,33,6/3/1986, 21  O'Hanlon  Road ,Queanbeyan,2620.0,NSW, 02  1991  7875 ,ldbjdqdmbf@yahoo.com,secondary-school,machinary-driver,14718.0, 3108  0824  8721  7288 ,15,2019-03-27T13:53+00:00
R33126018,h131382106,jessica,s,lowery,f,59,24/9/1957, 41  Ben  Boyd  Road , Neutral  Bay ,2089.0,NSW, 02  9160  8769 ,lowery.jessica@yahoo.com,advance-diploma,ict-technician,104451.0, 2387  1074  4824  5072 ,43,2015-11-14T20:08+00:00
R00251917,b129750101,daniel,allen,turner,m,60,7/1/1956, 33  Karalta  Road ,Erina,2250.0,NSW, 02  2342  9264 ,,certificate-ii,carer,65970.0, 2151  3747  4581  8344 ,24,1995-02-03T08:19+00:00
R64076202,f142600276,nancy,,conway,f,47,10/11/1973, 7  Landseer  Street , Acacia  Ridge ,4110.0,QLD, 07  4719  3268 ,conway.nancy@gmail.com,certificate-iii,engineering-worker,54676.0, 3731  4444  6498  5890 ,27,2019-10-05T21:26+00:00
R02464286,c102648246,harry,lararntae,siegel,m,2,12/7/2015, 53  Swanson  Street ,Weston,2611.0,ACT, 02  4423  6222 ,harry.siegel@aol.com,pre-school,,0.0,,0,2017-10-24T04:23+00:00
R43394796,b149367394,tammi,medina,russell,f,22,11/4/1994, Beerburrum-Donnybrook  Road ,Donnybrook,4510.0,QLD, 07  4775  6547 ,russell58@aol.com,certificate-i,other-service-worker,62485.0, 8679  6392  4457  9462 ,6,2015-09-05T16:03+00:00
R91241666,h164129616,michael,lee,elliott,m,61,7/1/1956, 4  Blessington  Way , Flinders  View ,4305.0,QLD, 07  5711  5999 ,elliott.michael@aol.com,certificate-i,carer,-9999.0, 6952  5306  1279  7464 ,45,2017-06-05T19:24+00:00
