rec_id,ssn,first_name,middle_name,last_name,gender,age_at_consultation,birth_date,medicare_number,street_address,suburb,postcode,state,phone,email,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
rec-52979,e111639057,judy,c,blaylock,f,71,15/8/1943, 6914  86075  2  1 , 116  karalta  road  villa  184 ,erina,2250.0,nsw, 02  7616  6205 ,blaylock92@mail.com.au,married-de-facto,195,-99,20,74,289,1,post-turp-complications,2014-04-03t14:06+00:00
rec-84322,f160106071,shannon,william,howard,f,15,30/3/2001, 6921  29074  1  2 , 222  tranby  avenue  rowethorpe  tranby  units ,bentley,6102.0,wa, 08  8658  7581 ,shannon69@hotmail.com,married,158,-99,27,73,169,0,microbacterial-avium-intracellular,2016-12-11t23:52+00:00
rec-65772,d112027357,vanessa,williamston,pierce,f,7,5/10/2013, 8817  41861  1  3 , 326  putty  road  fairview ,putty,2330.0,nsw,,pierce.vanessa@mail.com,,119,26,18,67,137,0,failure-to-thrive-secondary-to-ad,2020-05-27t05:17+00:00
rec-57612,h197186946,michelle,peterson,harville,f,24,12/10/1991, 7365  56456  2  2 , 2  moorwatha  road  rocky-tavern ,bungowannah,2640.0,nsw,,michelle88.mail.com,married-de-facto,170,149,51,74,221,0,cataract,2018-07-04t16:04+00:00
rec-32503,c130278968,sonya,,mitchell,f,32,25/4/1985, 6056  46988  1  1 , 6  hillier  road  hillier  park ,hillier,,sa,,,married-de-facto,173,100,33,77,179,0,musculoskeletal-pain,2020-02-15t03:48+00:00
rec-86724,e105149768,ronald,dwight,yang,f,63,5/2/1956, 9928  13878  2  1 , 6  reilly  avenue  millers  home ,benalla,3672.0,vic,,yang.ronald@aol.com,not-married,185,136,39,80,141,0,increased-depressed-mood,2019-01-12t21:40+00:00
rec-69979,d130824195,steven,,hammonds,f,53,21/1/1964, 5114  82267  1  1 , 20  plantation  street  carinya  vlge , mount  lawley ,6050.0,wa, 08  2994  4077 ,steven100@gmail.com,divorced,178,78,24,77,202,0,acute-mental-status-change,2017-07-26t14:58+00:00
rec-96318,g150419350,jason,norvelle,kim,f,19,30/6/1993, 6336  50006  1  3 , 22  phillips  close  swan  cottage  homes ,bentley,6102.0,wa,,jason.kim@gmail.com,separated,171,60,20,70,160,0,nose-bleeds,2012-12-20t22:21+00:00
rec-57832,c161308006,larry,,lewis,m,11,22/2/2003, 4501  72236  1  3 , 42  mount  vernon  drive  gleneagles  estate ,kambah,2902.0,act, 02  4050  1120 ,lewis47@hotmail.com,,136,54,29,68,157,0,fall,2014-07-11t10:51+00:00
rec-41732,a107633859,travis,j,swaim,f,60,21/1/1956, 3474  66657  1  1 , 217  veterans  parade  rsl  veterans  retrmnt  vlge , collaroy  plateau ,2097.0,nsw,,swaim3@aol.com,married,180,-99,28,76,145,0,urinary-discomfort,2016-12-17t15:23+00:00
rec-79605,b152074578,dalton,ray,pressley,f,15,23/1/2002, 4461  43353  2  3 , 8  st  pauls  road  killarney  cottage ,sorrento,3943.0,vic,,gaqmjfrjqs@gmail.com,,160,68,26,75,180,0,urinary-frequency,2017-08-17t07:37+00:00
rec-66007,b114970054,alvin,jonneal,dunn,m,13,16/11/1999, 2944  60538  1  3 , 1002  mair  street  marion  house ,ballarat,3350.0,vic,,dunn43@hotmail.com,not-married,168,67,23,75,128,0,acute-sinusitis,2012-05-24t22:38+00:00
rec-68341,b174207695,barry,zev,miller,m,18,2/11/1996, 5839  57888  1  3 , 1  bronzewing  avenue  howard  river  park , howard  springs ,835.0,nt,,smhhcibrnb@mail.com.au,married,188,71,20,72,101,0,knee-replacement-surgery,2014-05-20t18:36+00:00
rec-62333,g153128159,angela,ann,browning,f,23,11/4/1990, 7752  23011  1  2 , 64  smith  street  manolas  bldg ,darwin,,nt,,angela.browning@mail.com.au,married-de-facto,167,75,26,76,233,0,fainting,2013-12-12t15:20+00:00
rec-36648,a156617840,edmond,mclean,rhoads,f,69,5/6/1945, 1149  59610  1  2 , 21  riverside  drive  king  ash  bay ,borroloola,854.0,nt,,,married,195,81,21,77,191,0,lipoma-removed-outpatient-surgery,2014-08-16t21:53+00:00
rec-98866,b156218343,gary,conrad,dillard,f,25,26/11/1987, 3431  63189  2  3 , 43  little  myers  street  st  john  of  god  medical  centre ,geelong,3220.0,vic, 03  1952  9103 ,gary20@mail.com.au,married-de-facto,179,90,28,68,88,0,borderline-anemia,2012-01-27t06:40+00:00
rec-58515,b135454375,elizabeth,murphy,fischer,f,36,24/10/1981, 6511  39200  2  1 , 20  cherry  tree  lane  big  hill ,bendigo,3550.0,vic,,fischer80@hotmail.com,married,173,101,33,70,166,0,diarrhea,2017-11-06t06:39+00:00
rec-59638,b183353593,mark,dewayne,hall,f,37,6/7/1982, 5222  39704  2  2 , 9  the  esplanade  bridgeport ,darwin,800.0,nt, 08  2177  1575 ,mark93@aol.com,married-de-facto,189,75,20,68,188,0,high-blood-pressure,2019-11-01t18:48+00:00
rec-39045,e121109971,jamie,anderson,cooley,f,68,17/4/1947, 8209  18183  2  2 , 50  oregon  way  forest  views ,oxenford,4210.0,qld, 07  7027  0271 ,cooley.jamie@mail.com,not-married,194,129,34,74,251,1,elevation-in-blood-pressure,2015-04-22t18:46+00:00
rec-16702,a150063292,harry,daniel,winkfield,m,11,30/6/2007, 9467  48795  2  2 , 112  sweeney  court  st  agnes  village , port  macquarie ,2444.0,nsw,,winkfield98@gmail.com,,152,61,26,76,137,0,insomnia,2018-09-05t11:30+00:00
rec-73446,i131663862,david,rystyn,kumar,m,54,11/10/1963, 5087  96074  1  1 , 15  peart  street  unt  1 ,leongatha,3953.0,vic, 03  1609  8672 ,david81@gmail.com,divorced,174,125,41,77,214,0,urinary-tract-infection,2017-08-13t06:06+00:00
rec-21540,c181557417,janis,r,jolly,m,31,11/10/1985, 1031  43966  2  1 , 9  tereddan  drive  rosebank ,kilsyth,3137.0,vic, 03  0097  6276 ,janis.jolly@mail.com.au,widowed,181,79,24,75,124,0,trouble-walking,2016-06-11t05:33+00:00
rec-69570,i113131449,joshua,,pipilas,m,22,29/6/1991, 3852  82202  2  2 , 3  wallaroo  road  ettamogah ,hall,2618.0,act, 02  9905  5396 ,,not-married,180,90,27,81,223,1,orbital-cellulitis,2013-06-05t10:52+00:00
rec-24636,d114358520,stacia,kesler,hicks,f,74,31/8/1943, 2935  21198  1  1 , 6  fairway  crest  college  road , karana  downs ,4306.0,qld, 07  4791  1101 ,ngflgsjajn@yahoo.com,not-married,189,100,27,76,128,0,nausea,2017-05-12t16:35+00:00
rec-70232,d131238173,shawn,emmanuel,marchiano,f,42,2/6/1972, 9690  19708  1  2 , 46  salisbury  bend  tudor  village  mews ,lilydale,3140.0,vic, 03  2234  6830 ,shawn19@aol.com,not-married,196,-99,36,67,177,0,insomnia,2014-11-13t06:25+00:00
rec-94258,h180018802,john,michael,rollman,f,12,23/8/2007, 1559  84808  2  3 , 9  clydesdale  court  mt  hurtle  estate ,woodcroft,5162.0,sa, 08  6577  8242 ,ekgeeprdpb@yahoo.com,,141,52,26,70,177,0,musculoskeletal-pain,2019-02-10t04:13+00:00
rec-10644,e108565169,armide,nicole,oneil,f,47,22/8/1970, 6382  28816  1  2 , 1  maud  street  rosetta  village , victor  harbor ,,sa, 08  1524  3475 ,,married,185,133,38,79,125,0,join-pain-bilateral-index-fingers,2017-11-24t11:26+00:00
rec-59803,a132373964,timothy,daniel,fralick,m,22,12/8/1991, 5279  62743  1  3 , 37  gardak  street  cotton  trees  gdns ,maroochydore,4558.0,qld, 07  5809  0599 ,timothy.fralick@gmail.com,not-married,186,141,40,76,169,0,constipation,2013-02-03t17:12+00:00
rec-64792,e117124261,laura,robinson,powell,f,58,21/4/1959, 3285  65644  1  2 , 289  station  lane  grenville  stud ,whitemore,7303.0,tas, 03  3157  4663 ,powell98@hotmail.com,not-married,198,141,35,71,157,0,urinary-discomfort,2017-09-15t05:17+00:00
rec-32813,a162172869,roberta,lucia,silas,f,40,1/7/1979, 4189  92208  2  2 , 1  clarkes  lane  cottage ,mockinya,,vic, 03  6423  1675 ,hpddorisqa@mail.com,married,199,68,17,67,148,0,low-energy,2019-11-27t16:57+00:00
rec-20580,d130980153,zeb,,knox,m,40,4/5/1970, 5547  24152  2  2 , 25  bungoona  road  broadwater  court ,kincumber,2251.0,nsw, 02  9303  3756 ,eblgkbngcr.mail.com,not-married,194,55,14,78,99,0,back-pain-upon-walking,2013-01-13t14:26+00:00
rec-73653,b171677139,victor,darrel,arguello,f,58,18/9/1956, 2026  53978  1  2 , 304  mulga  drive  east  drive ,parklands,6210.0,wa,,arguello.victor@yahoo.com,not-married,199,102,25,77,139,0,chest-pain,2014-10-21t16:44+00:00
rec-19936,f153176817,wanda,seiller,groves,f,41,12/6/1974, 5225  99716  2  2 , 798  williamsdale  road  briarlea ,williamsdale,2620.0,nsw, 02  1627  9928 ,,married,193,125,33,76,152,0,myeloid-dysplasia-syndrome-pancytopenic,2015-12-04t01:37+00:00
rec-2886,i193028151,faye,page,mull,f,51,22/6/1965, 5094  25978  1  2 , 49  augusta  road  calvary  hospital  marian  hse , lenah  valley ,7008.0,tas, 03  9443  4877 ,faye.mull@yahoo.com,married,184,125,36,82,186,1,lightheadedness,2016-04-11t04:18+00:00
rec-51625,f103292708,paul,lee,barkley,m,21,24/9/1992, 1957  47396  2  3 , 80  hilton  terrace  apt  4 ,noosaville,,qld, 07  5296  6353 ,paul47@gmail.com,married,174,-99,31,79,206,0,sad-mood-due-to-cat's-death.,2013-09-16t10:33+00:00
rec-71097,d102372579,james,owen,martin,m,71,3/5/1947, 8743  45511  2  1 , 22  murna  road  villa  146  alloura  waters ,davistown,2251.0,nsw,,,married,199,79,19,76,110,0,fall,2018-08-11t02:14+00:00
rec-9443,c127568776,jonathan,edward,hoole,m,57,4/10/1957, 6370  51236  1  1 , 205  densleys  road  boyanda ,dalyston,,vic,,,married,191,88,24,74,170,0,rash-on-back,2014-10-09t24:09+00:00
rec-23301,h176769027,todd,lee,mundy,m,48,9/11/1966, 1549  10214  1  1 , 17  bennelong  road  apt  54 ,homebush,2140.0,nsw, 02  5255  8759 ,epajptnoth@gmail.com,married,184,100,29,70,126,0,knee-pain-(right),2014-08-16t14:13+00:00
rec-86286,b193735252,timothy,,moye,f,20,23/10/1993, 7306  43386  1  2 , 14  franklin  road  moondah , west  pennant  hills ,2125.0,nsw, 02  3656  2502 ,timothy.moye@mail.com.au,married-de-facto,189,83,23,74,188,0,emphysema,2013-11-18t07:46+00:00
rec-82530,g169453765,danny,franklin,banks,m,21,5/4/1991, 8856  69265  2  2 , 170  rowbotham  street  delmar ,toowoomba,4350.0,qld, 07  0238  3365 ,,married,192,74,20,72,199,0,urinary-incontinence,2012-12-12t23:51+00:00
rec-69572,i183700517,kyle,daniel,steele,m,22,17/4/1996, 3897  97875  1  2 , 118  fifty  road  ludlow ,baldivis,6171.0,wa,,steele.kyle@yahoo.com,married,192,87,23,76,204,0,low-energy,2018-06-24t23:13+00:00
rec-31070,g180017535,thomas,alan,foster,m,24,9/8/1993, 7962  37383  2  2 , 12  marina  avenue  kalyra  heights ,belair,5052.0,sa,,thomas.foster.mail.com,married,178,120,37,75,155,0,left-eye-blurred-vision,2018-07-05t23:52+00:00
rec-74169,e175199259,don,dean,williams,f,7,29/1/2013, 7351  76755  2  2 , 38  west  street  wyoming ,gundagai,2722.0,nsw, 02  3930  1132 ,,,120,27,18,80,169,0,fall,2020-01-21t19:14+00:00
rec-37339,a122681878,john,roosevelt,peredo,m,13,6/9/2003, 7239  82375  2  2 , 229  illowa  road  highview  horse  complex ,illowa,3282.0,vic, 03  3021  5209 ,,,169,47,16,68,225,0,wandering,2016-07-15t03:42+00:00
rec-65821,i153684718,ambreyia,j,gallo,f,52,16/1/1966, 5520  47035  1  2 , 119  wood  street  roseville ,flinders,3929.0,vic, 03  2831  0783 ,,not-married,191,110,30,77,133,0,cataract-removal-right-eye,2018-04-01t02:56+00:00
rec-39433,b100119447,laura,,nehlig,f,65,30/4/1950, 3958  90027  1  2 , 131  lacmalac  road  ribbonwood ,tumut,2720.0,nsw,,laura42@mail.com.au,married-de-facto,174,100,33,72,86,1,urinary-frequency,2015-09-06t21:53+00:00
rec-4652,d142291324,kathleen,,myrtle,f,36,9/9/1975, 6929  86477  2  2 , 172  fourteenth  street  lefty's  mall ,renmark,,sa, 08  2595  8102 ,myrtle.kathleen.mail.com.au,married,176,-99,30,71,115,0,weakness,2014-01-09t03:52+00:00
rec-98809,g166264390,charles,kyle,colon,f,25,7/4/1992, 8403  29609  1  2 , 86  duffys  road  tingari  vlge ,terrigal,2260.0,nsw,,,not-married,171,128,43,75,201,0,urinary-frequency,2017-06-21t18:30+00:00
rec-84372,b177991112,anthony,thomaz,cardona,f,27,20/1/1983, 2414  72644  2  1 , 1  ra  road  heritage  caravan  park , alice  springs ,870.0,nt, 08  8443  8966 ,anthony25.yahoo.com,married,199,149,37,72,158,0,low-energy,2013-10-16t24:29+00:00
rec-72933,b144024193,dominic,w,readling,f,65,9/2/1954, 2817  19442  1  2 , 465  purnell  road  karetha  park , lovely  banks ,,vic,,dominic80@mail.com,married,175,135,44,75,138,0,bilateral-cataracts,2019-10-26t04:05+00:00
rec-19160,e153415413,bradley,p,eure,m,22,4/7/1994, 4961  23665  1  3 , 7  mustang  court  flt  6 ,ashburton,3147.0,vic, 03  6435  5389 ,,married,199,61,15,71,164,0,asthma,2016-06-15t03:32+00:00
rec-52998,f144211243,matthew,henry,chancey,m,69,3/1/1947, 5207  79475  2  2 , 74  springs  road  rsd/m  539 ,ballarat,,vic, 03  4073  0996 ,matthew.chancey@yahoo.com,married,166,103,37,80,156,1,rib-fx,2016-06-22t08:48+00:00
rec-89642,i189325675,cody,gabriel,falasca,m,47,31/1/1968, 5491  61032  2  1 , 141  kirkwood  road  tweed  broadwater  village , tweed  heads  south ,2486.0,nsw, 02  9717  7417 ,mjbiidrsai@yahoo.com,not-married,189,63,17,71,183,0,diarrhea-w/-incontinence,2015-07-04t03:52+00:00
rec-92106,e111012293,ollie,,fox,f,6,27/10/2006, 9042  85394  2  2 , 710  maidens  brush  road  henry  kendall  vlge , gosford  north ,2250.0,nsw,,ollie43@mail.com.au,,124,18,11,74,96,0,r-cataract-surgery,2012-12-21t01:05+00:00
rec-67583,g185303886,kyle,thomas,keen,m,27,13/5/1985, 8094  22303  2  2 , 5293  colac  road  bonshaw , cambrian  hill ,3352.0,vic, 03  7726  5824 ,,married,183,122,36,72,105,0,abdominal-bloating,2012-03-18t01:47+00:00
rec-58572,c185606144,debbra,kay,knight,f,54,13/12/1963, 1052  33926  1  1 , 5  barrett  drive  floreat  village , alice  springs ,870.0,nt, 08  6871  5835 ,,not-married,187,92,26,71,202,0,crying,2017-08-27t24:45+00:00
rec-95269,g180760950,edwin,brandon,emilson,f,18,22/2/1999, 6699  37639  1  2 , 102  maroondah  highway  central  road ,croydon,3136.0,vic, 03  4969  7305 ,,not-married,175,68,22,69,143,0,low-energy,2017-04-03t10:23+00:00
rec-43188,h176875979,martin,glen,todd,m,9,8/10/2009, 7034  49687  2  2 , 1  bronzewing  avenue  howard  river  park , howard  springs ,835.0,nt,,,,136,36,19,69,221,0,hypertension,2018-12-14t21:43+00:00
rec-39436,i107149515,kathy,,gaillard,f,25,26/2/1990, 9745  76916  2  2 , 10  scenic  drive  redwood  village ,kingston,,tas, 03  2332  1947 ,gaillard57@yahoo.com,married,180,126,38,70,221,0,musculoskeletal-pain,2015-03-08t09:30+00:00
rec-90005,g147827848,richard,wayne,watts,f,52,19/9/1966, 6030  16619  1  1 , 1  parker  road  wells  crossing , halfway  creek ,2460.0,nsw,,watts.richard@mail.com.au,married-de-facto,172,105,35,71,200,0,left-knee-pain-due-to-osteoarthritis,2018-01-27t13:51+00:00
rec-30419,c172589775,betty,lashay,conner,f,53,9/10/1961, 1475  18648  2  2 , 1  ra  road  heritage  caravan  park , alice  springs ,870.0,nt,,betty33@mail.com.au,married-de-facto,179,92,28,79,171,0,anemia,2014-06-10t13:57+00:00
rec-58852,a104905103,jacob,j,fann,m,63,31/3/1951, 9449  93859  1  1 , 33  keith  compton  drive  cuthberts  court , tweed  heads ,2485.0,nsw,,fann32@mail.com.au,not-married,168,100,35,77,187,0,left-hip-pain,2014-09-16t16:52+00:00
rec-50650,e169862078,stephen,kris,iliopoulos,m,27,1/4/1987, 1750  34971  2  1 , 18  alma  road  granny  flt  rear , hampton  park ,,vic,,,not-married,174,74,24,70,168,0,depression,2014-12-10t06:14+00:00
rec-65763,e185385084,thomas,edward,nolen,m,28,23/1/1989, 7212  91328  2  1 , 20  avoca  drive  brentwood  vlge ,kincumber,,nsw, 02  7233  3657 ,tcjenskghp@mail.com.au,widowed,183,79,23,86,137,1,neck-pain,2017-10-12t03:10+00:00
rec-58282,b156528374,eric,landis,banicki,m,62,16/6/1953, 7341  53517  1  1 , 10  laurel  street  lily  pilly ,woodridge,4114.0,qld,,banicki38@mail.com.au,married,194,84,22,73,147,0,cough-and-excessive-oral-secretions-secondary-to-bronchitis,2015-10-12t18:18+00:00
rec-72222,d105924544,kenneth,ray,crowe,f,17,7/1/1997, 1911  74399  1  3 , 90  baum  road  hillcrest ,ryanston,3992.0,vic,,,separated,171,81,27,75,112,0,strained-gluteus-muscle,2014-08-06t10:41+00:00
rec-75255,e157935781,brandon,trong,presnell,f,48,17/4/1968, 1816  46636  2  1 , 9  braidwood  road  springfield  hse ,goulburn,2580.0,nsw, 02  8834  5764 ,presnell9@mail.com.au,married,170,137,47,75,208,1,headache,2016-01-22t21:32+00:00
rec-38609,a113228671,david,dale,wiggins,m,22,29/6/1998, 3811  33214  1  2 , 171  david  low  way  edgewater  village , bli  bli ,4560.0,qld, 07  6277  6680 ,trqetrrood@gmail.com,not-married,177,109,34,76,146,0,hypothroidism,2020-03-25t09:23+00:00
rec-51748,e183168113,gino,daniel,cartwright,m,37,24/10/1979, 7772  97736  1  2 , 530  mallow  grove  road  el  alamein ,blayney,2799.0,nsw,,,married,171,74,25,74,168,0,bronchitis,2016-08-13t21:45+00:00
rec-75140,h170118898,david,orville,evans,m,19,17/2/1999, 1486  67143  2  3 , 538  hopewell  road  blks  500 , darwin  river ,822.0,nt,,,married,168,62,21,76,179,1,stomach-bug,2018-01-06t02:44+00:00
rec-20663,d190955590,sabrina,cain,puncke,f,43,11/6/1971, 1356  38099  2  2 , 27  victoria  street  barkly  st  medical  clinic ,warragul,,vic, 03  2523  8670 ,sabrina62@aol.com,not-married,188,69,19,82,256,0,nausea,2014-05-20t09:40+00:00
rec-99790,f165327544,garry,junior,locklar,f,34,30/8/1983, 7133  14931  1  1 , 309  centre  road  raymond  is ,paynesville,3880.0,vic,,locklar.garry@yahoo.com,married,196,96,24,68,172,0,marked-depression-reported-on-npi-q-by-study-partner,2017-12-16t08:25+00:00
rec-97639,f156555448,donald,adolph,snowberger,f,45,22/9/1968, 2922  19806  2  2 , 19  fullerton  street  westcott  homes ,stockton,2295.0,nsw, 02  8139  9341 ,donald51@hotmail.com,married,180,135,41,73,203,0,flu-like-symptoms,2013-12-20t03:15+00:00
rec-88391,a198507402,jonathan,miles,mccardle,f,54,3/1/1959, 6772  34018  1  2 , 85  rosevears  drive  tamar  house ,rosevears,7277.0,tas,,,married,184,106,31,78,161,0,abdominal-cramping,2013-11-23t05:45+00:00
rec-43011,b185585049,rosemary,eugene,sutton,f,32,29/10/1987, 9267  26840  1  1 , 139  highett  street  flt  90 ,richmond,,vic, 03  2615  1381 ,sutton.rosemary@aol.com,not-married,166,146,52,74,187,0,lower-back-pain,2019-07-17t15:31+00:00
rec-58472,g186906874,richard,b,walter,m,48,17/10/1966, 7604  76532  2  2 , 66  freeth  street  heritage  village ,ormiston,4160.0,qld, 07  8787  9956 ,dkoreegifc@aol.com,married,196,119,30,71,153,0,vaginal-itch,2014-05-07t18:52+00:00
rec-64896,i185250636,garland,robert,miller,m,11,27/11/2007, 5264  73476  2  2 , 190  mulloway  road  taraglin  vlge , chain  valley  bay ,2259.0,nsw, 02  4569  2936 ,miller86@aol.com,,129,30,18,74,191,0,hiatal-hernia,2018-12-23t21:08+00:00
rec-19456,d136625905,terrel,,honeycutt,m,52,17/5/1962, 1134  95582  2  2 , 7  stellmach  street  villa  6 , everton  park ,,qld,,tnknhlsdld@yahoo.com,married-de-facto,175,128,41,79,224,1,s/p-subclavicar-occlusion,2014-10-20t21:09+00:00
rec-28858,i113119499,robert,c,patterson,f,55,1/12/1958, 1098  24484  1  1 , 7  perrins  creek  road  feathertop ,olinda,3788.0,vic, 03  9112  5244 ,patterson10@yahoo.com,not-married,167,88,31,80,119,0,post-lumbar-puncture-headache,2013-10-23t11:04+00:00
rec-68228,f186017668,mary,karalles,beck,m,35,9/2/1982, 2614  18723  2  1 , 10  moorabool  street  flr  2 ,geelong,3220.0,vic, 03  7691  0673 ,beck56@mail.com,not-married,192,114,30,72,205,0,uti-(2x),2017-11-18t01:27+00:00
rec-77395,b176034193,jermaine,g,hanauer,f,64,12/1/1951, 9766  53600  2  2 , 56  sulman  road  villa  2 , wembley  downs ,6019.0,wa,,jermaine.hanauer@gmail.com,not-married,186,57,16,82,105,0,rectal-bleeding,2015-03-07t03:53+00:00
rec-92398,e172710298,george,,purcell,f,33,16/3/1987, 6069  91748  1  1 , 22  fishburn  street  central  plaza ,cairns,4870.0,qld, 07  6148  1411 ,george53@mail.com,married-de-facto,175,134,43,76,210,0,left-hip-fracture,2020-04-09t06:29+00:00
rec-27186,i181839632,joyce,amanda,graham,f,7,29/12/2013, 4356  86679  1  3 , 276  masons  road  redbanks ,nugent,7172.0,tas, 03  4532  7530 ,,,128,25,15,72,142,0,vertigo-hospitalization.,2020-04-19t07:33+00:00
rec-85836,i132236896,david,maccabee,jones,m,16,5/3/1999, 5055  38660  1  2 , 74  weringa  avenue  flt  2 , lake  heights ,,nsw,,,married,162,73,27,78,217,0,elevated-blood-sugar,2015-04-02t17:21+00:00
rec-33908,d116640861,mikhal,kinney,leonard,f,24,16/1/1992, 6123  87734  1  2 , 12  denny  street  centrepoint  mall ,berri,5343.0,sa, 08  4941  1356 ,gnodsccbhp@mail.com.au,not-married,172,-99,24,73,213,0,vertigo-from-acoustic-neuroma,2016-09-23t05:42+00:00
rec-91090,i161316047,christopher,august,isley,f,32,29/8/1980, 2812  62678  1  1 , 46  keppel  street  loxley  hse  mdcl  centre ,bathurst,2795.0,nsw, 02  2114  6164 ,christopher.isley@aol.com,not-married,189,99,27,77,190,0,fall,2012-06-27t10:23+00:00
rec-45983,a122670989,bobby,paul,kebede,m,6,9/8/2008, 3986  83314  1  3 , 36  corinna  street  corinna  chambers ,phillip,2606.0,act, 02  8065  8020 ,gleclsjmgn@yahoo.com,,111,24,19,69,114,0,mitral-valve-prolapse,2014-09-23t22:26+00:00
rec-5631,h165397220,jessie,james,locklear,m,45,4/1/1968, 1535  84302  2  2 , 259  christine  avenue  louarna  place , burleigh  waters ,4220.0,qld,,,not-married,167,103,36,71,149,0,tiredness,2013-12-25t22:05+00:00
rec-24112,b111585545,ellen,elyse,bahena,f,9,7/1/2003, 5997  28029  2  2 , 70  hansford  road  villa  70 ,coombabah,4216.0,qld, 07  3258  3040 ,ellen.bahena@gmail.com,,124,41,26,71,158,0,basal-cell-carcinoma,2012-03-27t12:27+00:00
rec-52281,a125691862,kenny,rayjernard,seibles,m,66,28/7/1951, 4881  52098  2  2 , 189  douglas  close  radcliffe  est ,queanbeyan,2620.0,nsw, 02  0655  5829 ,,married-de-facto,167,79,28,75,258,0,fall,2017-09-17t12:21+00:00
